""	"textOriginal"
"208"	"kenapa nama2 tersebut yang keluar? ya karena mereka memiliki beberapa keuntungan. yang saya lihat adalah mereka berada di \"ring 1 pemerintahan\", dan juga mereka punya modal. klo menurut saya, dari pada pemerintah memberikan peluang ini kepada pihak asing, lebih baik jatuh ke tangan anak bangsa. mungkin didalamnya ada campurtangan dari \"transaksi politik\" (itu saya tidak bisa membuktikan) tapi daripada Kalimantan nasibnya sama seperti IrianJaya (freeport) yang \"jatuh\" ketangan asing. ya kenapa kita tidak memberikan kesempatan kepada orang kita sendiri. atau apakah memang seharusnya investor itu bukan dari kalangan orang dalam pemerintahan ya? nanti akan banyak dinamika didalamnya, seperti orang pemerintahan akan berusaha main belakang, menjegal, dsb. yang saya katakan ini sepertinya sudah pernah terjadi ya. tidak akan ada yg bisa bersih 100% di dalam proyek, yang patut kita lihat adalah lebih banyak mudhorotnya yang mana?  dan pendapat saya, daripada jatuh ke tangan asing..."
"209"	"Kenapa Prabowo masuk ke kabinet...mungkin ini salah satu nya...wkwkwk"
"210"	"kenapa sih Najwa julit banget ya. kalau pemerintah membeli dari dr hasyim kan wajar aja. karna dia sudah lama memiliki lahan tersebut sejak zaman soeharto. kalaupun ada kerjasama yaaaa itung2 sama2 untung. mana ada orang menyweahkan tanahnya begitu saja. coba kalau najwa punya tanah. apa mau diambil begiti saja ? Jokowi tdk aama dgn anis yg kerjanya hambur2 uang pemda."
"211"	"Kental dengan bagi2 rejeki sesama"
"212"	"Kenyataannya memang tukar guling, kami yg di Kalimantan yg merasakan"
"213"	"Kesannya jahat banget dan penuh dendam. Terselubung 😏😒 gak nyangka  tertawa diatas penderitaan orang laen. Yg sama sekali blum tentu berfaedah"
"214"	"Ketamakan terkadang membutakan realita usia manusia tidak lebih dari seratus tahun."
"215"	"Ketika negara memberi izin orang/perusahaan untuk memiliki tanah seluas-luasnya, negara menjadi terlihat milik perorangan/perusahaan."
"216"	"Kita rakyat Indonesia dan sama-sama kita Pegang KATA/ Kalimat Gubernur Kaltim, awasi setiap saat kalau ada yang tidak terbukti/ transparan."
"217"	"Klo ad adek prabowo di ibukota baru...emang knp?"
"218"	"Kmu sekuat apa melawan negara."
"219"	"kok bisa sih orang pny tanah seluas itu"
"220"	"Kok ibukota jadi pusat segala macam sih. Haduh berarti bukan pusat pemerintahan doank donk. Yah ngaco itu sama ajha kayak ngebangun Jakarta ke dua. Bukan membangun ibukota. Gw pikir kayak model negara lain ibukota cuma jadi pusat pemerintahan. Seperti  kota canbera di australia dan Washington DC di usa"
"221"	"Kok rasanya tercium aroma UU minerba , mungkinkah lahan tersebut tukar guling dgn UU minerba ?"
"222"	"Kok saya jadi sakit kepala ya, ternyata pembangunan ibu kota baru ini didominasi oleh ‘orang orang’ itu saja, yg haus sekali dengan ‘uang rakyat’. Kenapa ya pemerintah sekarang tambah menonjol dengan praktik KKN, bahkan tidak tahu malu saat mereka nama mereka disebutkan. Oooh baru tahu, jadi ini ya akibat dari pelemahan KPK."
"223"	"Kolinialisme negara😑"
"224"	"Kompak sekali merampok negara"
"225"	"Kongkalikong"
"226"	"Kuat ngeles kai 🤫"
"227"	"KUE DAH DI BAGI-BAGI..  Kan lumayan bisa buat 7 turunan... Huahahahaaaaa.... Keren kan negeriku ini.."
"228"	"Kurang edukasi kau"
"229"	"Lagi2 org oon n otak didengkul komen."
"230"	"Lah dikira itu tanahnya punya negara atau privat property punya warga sana  jadi gak perlu pembebasan lahan yang ribet kalo sama korporasi. Alamak"
"231"	"lah tadi di part1 katanya tanah negara????"
"232"	"Lahan di kalimantan banyak dikuasai oleh pengusaha menjadi lahan produktif seperti usaha tambang, kehutanan dan perkebunan, negara memberikan HGU dan HGB kepada pengusaha untuk melakukan eksploitasi potensi pada lahan tersebut, bila negara membutuhkan maka lahan dimaksud harus dikembalikan ke negara tanpa ganti rugi."
"233"	"Lahan yg dikuasai prabowo dan adiknya sudah terjadi dari jaman soeharto congggg....
Nooo bongkarrr....cari asal muasalnya...biar clearr"
"234"	"lebih baik mbak Najwa angkat topik Novel Baswedan dkk kok mau bergabung jadi ASN di Polri ato lumpur Lapindo yang tidak kunjung selesai.."
"235"	"Letak nya kata gubernur di atas aman dari Banjirr lah di Bawah nya banyak Rakyat yg tinggal , apa gak nambah bikin Banjirr rakyat yg tinggal di bawah nya , !!!!!!????? Gak sayang  Rakyat nih , parahhhh"
"236"	"Logika netizen 
Miskin  sudah pasti benar 
Kaya sudah pasti salah"
"237"	"Lord ada dimana²... 😒"
"238"	"lucu sekali gubernur ini bicara bahasa hukum kok manas2in ?"
"239"	"Luhut is everywhere"
"240"	"Luhut lagi luhut lagi atasnya 😅"
"241"	"Luhut lagi luhut lagi....apa indonesia gk ada orang lagi kok luhut kayaknya jadi superman"
"242"	"LUHUT LAGI LUHUT LAGIII JANGAN 2 INI ANAK CUCU PKI YANG MAU NGUASAIN NEGARA"
"243"	"Luhut lagi... Luhut lagi...
Dimana mana ada proyek dan tambang besar, pasti ada aja nama perusahaan yg berkaitan dgn Luhut Binsar Panjaitan"
"244"	"Luhut lagiiii 😴😴😴"
"245"	"Luhut prabowo luhut prabowo luhut prabowo... Capek deh.."
"246"	"Mafia ibukota merajalela dengan meraup keuntungan untuk pribadi...."
"247"	"Mafia lg 2 rakyatngk kebagian"
"248"	"Makan tu banjir Jakarta 🤣🤣🤣🤸"
"249"	"Makannya timbulan Edy Mulyadi.."
"250"	"Makanya dijaman jokowi, ditarik kembali ke negara ❤️"
"251"	"Makin hancur kaltim habis hutan nya"
"252"	"Makin kaya para kolega hahaha"
"253"	"Males bayar pajak jadinya"
"254"	"Malu rasa nya dulu selalu mengagung agungkan prabowo....ya sudahlah"
"255"	"Mana mungkin sebegitu mudah memulangkan semula tanah yang diusahakan dipulangkan sebegitu sahaja kepada negara. Tanpa niat untung..."
"256"	"Mantaaappp mbak najwa"
"257"	"Mantabs   ... ayo yg punya uang banyak bisa segera borong  tanah di sekitar IKN buat investasi nih lumayan keburu harga naik  ..."
"258"	"Mantap"
"259"	"Manusia itu makhluk sosial, makhluk bermoral. Lebih dari itu manusia juga makhluk ekonomi yang rasional. Dari kerasionalan itu lah manusia cenderung untuk \"memaksimalkan keuntungan dan meminimalisir kerugian\". It's just logic"
"260"	"Mapia"
"261"	"masa ada pengusaha gak mau cuan dan rela gitu ajabsi wkwk"
"262"	"Masa pengusaha rela lahan cuan nya di pake buat ikn begitu saja dengan dalih proud🤣. Pak gub ini ada\" Saja"
"263"	"Masalahnya di mana ngga ditunjukan. Cuma tendensius saja. Kebiasaan ngga baik ini jurnalisme narasi tv."
"264"	"Masih mau milih 2024 for prabowo klo gw kagak.."
"265"	"Masyarakat indonesia harus mengawal tanah milik negara"
"266"	"Mata Najwa =mata Kadrun.. Acara  sdh tdk rasional..hanya alat politik buat grombilqn kadrun aja mata Najwa."
"267"	"Mba jgn panas panasi situasi"
"268"	"Mba Najwa juga hrs tampilkan sisi baik nya, jng cuma liat dr satu sisi saja"
"269"	"Mba najwa sihab..pura2 bodoh..dan pura2 lupa..biar rating nya naik...apa aja boleh..yg penting cuan.."
"270"	"Mba najwa, klo kesini diem2 aja, baru nanya2, biar dapat surprise yang lebih, 👌👌"
"271"	"Mbak Nahwa Shihab luar biada berani. Berkat Mata Najwa maka rakyat  jadi tau segala sesuatu yag selama ini tidak diketahui. Mudah2 an Mbak Najwa dilindungi Allah Subhanahu wata'ala dari orang2 yang gelisah karena hal ini."
"272"	"Mbak Najwa itu pemilik lahan dari zaman orba dulu semua org2 Jakarta punya lahan di Kaltim ..."
"273"	"Mbak Nana luar biasa berani. Yang penting luruskan hati dan niat ya Mbak"
"274"	"Mbak Nana mulai ngomporin biar pengusaha saling jegal dan pemrintah diadudomba, jgn lah terlalu curiga HGU  akan balik kepemerintahan lo"
"275"	"Mbak nana.. Itu tenaga kerjanya dari mana yaa... Untuk tenaga kerja butuh kasar maupun kepala2nya.... Karna di wilayah kami bnyak dr luar... Kerjaan sama, bayaran beda,status jabatan beda"
"276"	"Mbak..tolong dong sesama orang indo juga sbg muslim.
Tolong cek akun yt yohanes liong.
Semua konten berisi ujar kebencian yg merujuk pd adu domba ttg islam.
Akun nya gak bisa di laporin ke pihak yt karena cheat tertentu..tolong"
"277"	"MEMANG NAZWA SERIMG MANAS2SI"
"278"	"Membangun calon ibu.kota baru itu kan perlu dana besar...KL ujung2x msh hutang..ngapai bangun ibu kota baru..mending buat rakyat yg LG Kris ekoni yg LG hancur skg ini..apa beda ibu.kota baru dan yg lama..alasanx karna banjir JKT..di Kalimantan juga tempat banjir.."
"279"	"Membuat ibukota baru ,tapi jangan ada perantau  disana dan perusahaan  bekerja untuk mengadu nasib?, membuka lahan baru?,kecuali dizona pembebasan ibukota baru? ,kecuali untuk warganya asli disana?"
"280"	"Menarik. Bermutu. Tugasan wartawan bijaksana"
"281"	"Mentrinya pak jokowi kan ada yg jadi tuan tanah di kaltim sm di Aceh..."
"282"	"MERASA KAN ENAAK APA SUSAH BROO  😂😂😂😂😂😂😂"
"283"	"Mereka kan jauh sebelum ada rencana bwt ibu kota baru memenang sdh dsn. Mau mereka dpt cuan atw tdk itu sdh bicara masalah bisnis yg gk sepantasnya org2 kepo.. Karena mau siapapun pemilik lahannya pst pemerintah ganti untung... Dan itu sdh ada di anggaran pst.

Hrsnya mbk najwa lebih tajam ke mslh knp hrs dsn lokasinya, kan banyak lokasi yg lebih datar tanahnya, lebih keras. airnya melimpah dan gak ada tambang2 atw pabrik2 yg hrs digusur ..  Krn kl daerahnya tanahnya keras dan air melimpah dan gak ada tambang2 atw pabrik2 yg hrs digusur kan lebih hemat biaya. Hrsnya ke arah sana yg lebih tajam. Jgn ngurus2 org2 yg terima keuntungan dr ganti rugi lahan.

Jgn juga mbk najwa giring2 opini UNTUK SIAPA IBU KOTA BARU DIBUAT. Karena dlm hal ganti rugi atw ganti untung itu gak ada kerugian negara... Karena semua sudah ada anggaranya. Statemen presiden itu dong yg hrs di kritisi atw dibantah.

Kami masyarakat ini mbk Najwa, jgn dibuat resah terus. Asumsi asumsi kemungkinan lah itu lah. Hrs pst dong. Kl ada kongkalikong atw mmng ada permainan ungkap secara jelas, jgn asumsi asumsi kemungkinan2 trs.. Nanggung mbk, terbukti jg tdk disini ada jual beli kongkalikong izin ujung2nya jg.  masyarakan jd resah malahan. Ungkap yg pasti dong jgn nanggung2 pembahasanya, jd masrakat gk resah trs..."
"284"	"Mmmm"
"285"	"Mmmmm"
"286"	"Msta wanja tdk seperti yg yg dulu karna sdh tdk setabil kadang jadi ikutan bentina katdrunnn emang bentina katdrunnn kadang  gonta ganti meliat yg bayarrr kayak nya"
"287"	"Mulai dri prabowo dn keluarganya, sandiaga uno dn pejabat lainnya, Semua hutan d babat jd tambang dn Sawit sampai d pinggir jalan, rusak jalan, Banjir dll.."
"288"	"mulutnya najwa tukang gosib...  kyak mulutnya ubed badrun. tukang ngarang trus..     belum apa\" sdah ngarang.  namanya juga sihabb haaab haaaaab abu lahab"
"289"	"Mumpung masih hidup  kuasai dunia..."
"290"	"Mumpung menjabat dan menanam tender lebih dulu"
"291"	"Mungkin ini yg dipake jokowi buat narik prabowo dari oposisi setelah kalah pilpres 😁"
"292"	"Naaaahhh .. klg si Owo yg main..."
"293"	"Nachhh apaan lagi ini.... Sgt ironi klo mmg bnr berita ini."
"294"	"Nah kan.....??!!
Ini baru satu.
Terus ungkap ke publik !!!
Team Narasi HEBAT !!!
SEMANGAT !! Gw dukung penuh 👍"
"295"	"Naip sekali yang mendewa-dewakan kokowi.. dikira bakal perang sama cendana.. inget uu minerba lhoo.. ntar 2024 prabowo jg ama puan.. klean itu korban otak gasampe ajaaa"
"296"	"Najwa..jangan lupa banyak kelebihan  bayar di dki..kapan di siarkan??"
"297"	"Najwaaa najwaaa pinternya selalu mencari cari 😀 bagusnyanya najwaa jadi Mentri dari periode pertama Jokowi biar gak mencari cari 😀😀😀"
"298"	"Nama Opung kesebut lagi"
"299"	"Namanya juga rakyat yang polos dan unyu unyu."
"300"	"Narasi Nana diselimuti kekhawatiran,  menggiring opini sensitif publik kontra produktif thd. proyek IKN
🤦🤦🤦🤦🤦"
"301"	"Nati dampak masarakat di derah situ mau di kemanakan bagi mana masyarakat di sekitan dan salaing berbagi dangan masarakat kecil"
"302"	"Nda masalah aja itu, biasa aja."
"303"	"negara kalah masih kalah berkuasa sama pemilik lahan cendana, kalau negara kuat diambil alih aja semua untuk rakyat bukan untuk korporasi benalu di negara ini."
"304"	"negara pertemanan 😁"
"305"	"NEGARA TDK HADIR SAAT RAKYATNYA KESAKITAN YAA ALLAH YAA RABB LINDUNGI KAMI DARI BALA BENCANA YG DICIPTAKAN OLEH MANUSIA AAMIIN"
"306"	"Negara yang kaya Raya beberapa tahun lagi tinggal cerita..."
"307"	"Ngemeng epe sih pak gub"
"308"	"Ngeri katanya tanah milik negara tapi ada jatahnya para penguasa,jadi ini negara milik kita atau milik pribadi"
"309"	"ngmg ngaco buta hati"
"310"	"Ngomong apa sih tuh Gubernur"
"311"	"Nyaman kai bepandirrr"
"312"	"O Ooow"
"313"	"Oh jadi ini fungsi reshuffle kabinet, pantes dimasa pandemi masih bisa meningkatkan kekayaan dikalangan pejabat tinggi di negara ini. Dan ini bisa jadi bukti kenapa pada berebut kursi dipemerintahan."
"314"	"Oligar Oligar"
"315"	"Ooooooh.. aliran dananya kesitu lagi kesitu lagi toh... 2:39 , 4:10 hahaha"
"316"	"Ora mampu wes tak sanggup lagi menahan suatu saat ini"
"317"	"Orang orang serakah gk berkah hidupnya"
"318"	"Orang orang serakah gk berkah hidupnya"
"319"	"Orang\" halu dmi k pntingn elit.kshn pribumi.rkyt kcil yg jd korban k joliman rjim"
"320"	"Orang2 lokal di sana akan jadi the next Betawi.
Tergeser oleh dominasi orang Jawa dan Tionghoa sebagai Establishment di NKRI sejak zmn Majapahit."
"321"	"Otaknya duwit . Lu mati kaen kafan lu ga ada kantongnya ngab"
"322"	"Oww oww oww 😁😁, rupanya ada udang di balik bendungan, kerjasama yg cantik antara dia dan dia 😂😂"
"323"	"Pada intinya Kurawa lah pemenangnya 👍"
"324"	"Pak isran noor ni bos😁"
"325"	"pak isran nur ngomongnya empuk kaya tahu."
"326"	"Paling bnyk Teorix kalau Indonesia mau membangun Ibu kota Baru, Akhirnya TDK jadi 😭😭"
"327"	"Pandai pandai mereka bersilad lidah..."
"328"	"Panteeesss si bowo manut2 manggut2 aja apa kt si owi.. ternyata eh ternyata lahannya punya si bowo cs tooh.."
"329"	"Pantesan ngotot ibu Kota Baru Banyak ladang basah"
"330"	"Pantesan ngotot terus ingin pindah ibukota baru....ternyata orang orang besar yg ingin mengambil keuntungan besar tanpa mikir  kerugian negara nantinya .
Pertanyaannya maukah para pejabat yg biasa hidup di jakarta yg serba gemerlap pindah ke tempat sepi dan msh hutan....ingat negara miyanmar mindahkan ibukotanya ke tengah hutan gagal rakyatnya tak mau pindah."
"331"	"Pantesan roy kiyoshi gak tayang lagi teryata kalah saing sama bapak isra noor sok tau"
"332"	"Pasca Reformasi, Negara ini dikuasai oleh Oligarki Partai  Politik, jika Rakyat ingin Tidak lagi diperas oleh mereka, maka Parlemen Treshold dan Presiden Treshold HARUS 0%, jika Mereka TIDAK MAU KEMBALI PADA UUD'45 !!!"
"333"	"PASTI kamu umur 35thn kebawah. Thn 1981 sdh ada istilah akibat \"banjir cup\" istilah sapu bersih hutan2 diKaltim yg berakibat HANCURnya hutan."
"334"	"PASTI sekolahmu disekolah abal2 tdk berkwalitas dan hidupmu pas2an. Saya tinggal diJkt sejak thn 1981 dan ada bbrp tanah sy dilokasi strategis, tapi saya pribadi SANGAT SENANG SEKALI ibukota pindah. Oh iya pajak gaji saya TIAP BULAN sekitar 18jt - 20jt kerja diperusahaan asing."
"335"	"Pelabuhan yg sudah mangkrak krn aktifitas penebangan kayu sudah habis..
Akhirnya kehancuran lingkungan mulai terlihat.
Tukar guling sama jabatan"
"336"	"Pemerintah ambil lagi lahan perusahaan untuk IKN 😎"
"337"	"Pemerintah tdk fokus membangun ibu kota baru. Tpi Mereka hanya fokus dgan uang yg sbesar 400T lebih untuk anggaran ibu kota baru it"
"338"	"Pemimpin negeri ini AROGAN. Tidak peka betapa menderitanya rakyat. Mikir pindah ibu kota segala. UANGNYA DARI MANA???"
"339"	"pemimpin sok lugu kayak rusa mati, g tau nya ngigit rakyat, liat aja nanti🤣"
"340"	"Penasaran dengan reaksi Mbak Nana dan Mas Zen sehabis ngobrol dengan Kai Isran Noor wkwkwk"
"341"	"Penataan kota"
"342"	"Pengusaha Cina itu lebih nasionalis , kalau buat negara pasti mereka kasih tanpa kompensasi"
"343"	"Pengusaha rela ikhlas begitu saja hahahaha"
"344"	"Pengusahanya ring 1 semua.."
"345"	"Penjajahan di atas dunia harus dihapuskan karena tidak sesuai dengan Prikemanusiaan dan Prikeadilan itu ternyata hanya slogan. Apa bedanya dengan VOC?"
"346"	"Perdana menterinya Indonesia"
"347"	"Persiapan para cukong mantap,, rakyat sejahtera 😏"
"348"	"Pertanyaan gua simpel, berani gak najwa buat konten tanpa dapat Cuan? Semisal nih youtube gak kasih cuan kepada konten kreator,  masih berani gak buat konten?"
"349"	"pola air sungai di kalimantan beda dengan jawa. kalau bikin bendung di hulu/upstream begitu wilayah tangkapannya kecil.

also kalo liat petanya, itu bendung arsari kudu nyeberang punggungan bukit untuk ke area IKN, apakah dengan pemompaan atau tunneling."
"350"	"Pppp0"
"351"	"Praut..., punya praud..."
"352"	"Program dan rencana korupsi  untuk kota baru, luar biasa ini mereka real radikal,dan koruptor."
"353"	"proud aku dengernya fraud, muka langsung 😳"
"354"	"Proyek bancakan antar elit politik"
"355"	"Proyek memperkaya pejabat .. banjir parah d paksakan juga .... ngutang pemerintah yg bayar rakyat yg goblok siapa sich"
"356"	"Proyek menghamburkan uang rakyat dan memperbesar hutang negara ....yang diuntungkan siapa ??  Pengusaha besar pemilik lahan adalah yang sudah menguasai lahan termasuk pejabat tinggi  sedangkan Wong Cilik dan Pribumi Adat akan tergusur !!! Sudah makan korban Ada Bupatinya yang tertangkap tangan KPK????"
"357"	"Pulau jawa sdh sempit.. dan hutan nya pun sdh sedikit. Apakah kalimantan akan bernasib sama bila ada ibukota disana."
"358"	"q"
"359"	"rakyat indonesia kalo gak kenal prabowo atau keluarganya kebangeten .... pilpres yang lalu diharapkan ada perubahan .. oo malah nimbrung ikut oligarki yang pasti prabowo % keluarganya dapat potongan kue proyek spektakuler ibukota baru .. pendukungnya gigit jari ..."
"360"	"rakyat kecil hanya bisa berdoa yang terbaik.  terimakasih mbak nana. 🙏"
"361"	"Rakyat kecil hanya bisa berdoa🙊 knp gak ikut usaha kalopun benar yang di kawatirkan rakyat kecil jg banyak yang diuntungkan daripada yang dirugikan
Kan jadi berkembang lapangan kerjanya
Gitu aja repot
Jangan cuma doa donk usaha jg napa"
"362"	"Rakyat kecil mah hanya bisa nonton dan nelan ludah,mbak Nana semoga dapat melihat semuanya"
"363"	"Rakyat serba kesusahan, elit politik mana yg benar-benar ikhlas membela rakyat"
"364"	"Ribet"
"365"	"Rusak paru paru dunia"
"366"	"Sabar....

11.000 trilyun nya lagi dalam proses pen...carian"
"367"	"Salah kaprah sih !! Soekarno rencanakan pindah ke Kalimantan Tengah ini dipindah ke  Kalimantan Timur. Hadeuhhh kga denger orang tua. Jd kena Tulah"
"368"	"Salam dri malaysia..teruskan perjuangan mu.."
"369"	"SALAM SEHAT BAGI MASYARAKAT INDONESIA"
"370"	"Sama aja bozz...di belakang pak anis juga ada JK,Surya Paloh,tomi suharto..dan kemarin waktu cagub yang dukung gerinda......  (Dan itu juga tidak gratis)"
"371"	"Sangat keren cara berfikir orang\" yg di gaji rakyat....semoga cma menguntungkan beberapa orang aj.... biar allah swt mempercepat perubahan di negaraku yg maha kaya dan sangat aku cintai...."
"372"	"Satu waduk saja bisa untuk kebutuhan air untuk puluhan juta Manusia.
https://youtu.be/VfzRGv3ML0I"
"373"	"Saudara Pak Prabowo juga ada disebut"
"374"	"Saya dukung prawabo - puan.. Pasti menang kawal truss.."
"375"	"saya orang kaltim lahir dan besar di kaltim,sya tidak tau syapa gubernur kaltim skrng.
karna hrapan kmi sudah pupus di  tangan kpk,krna saling sikut.
(yg crdas pasti pham) kjamnya politik."
"376"	"Saya rasa sampean lebih puntar dari pada Najwa ❤️"
"377"	"Saya sangat sejuk mendengarkan kata Mb Nana.

Karena mbah ku dulu juga pejuang NKRI di tanah jawa.

Mbah ku dapat apa setelah kemerdekaan.??

Dari perjuangan Tetap aja Tanah secuil yg di miliki, itupun dibagi dengan keluarganya tidak cukup.

Apalagi jaman dulu Anak-Anak banyak tdk seperti sekarang di batasi 2 anak saja.

Baru Di Era Soeharto mbah ku baru merasakan manis perihnya  perjuangan kemerdekaan itu.

Era itu di adakan Teansmigrasi kepada Rakyat indonesia yg mau pindah dari Jawa.

Maka mbah ku sampai ke sumatra, dari Transmigrasi mempunyai lahan 2 hektar dan 1/2 hektar untuk bangunan anak cucu di kemudian hari.

Dan sekarang Alhamdulillah keluarga kami menikmati hal ini.

Kalau saya menilai, ERA ITU LEBIH MENGEDEPANKAN RAKYAT DARI PADA PEJABAT.

Tapi di era-era sekarang ini,, seperti di kuasai oleh golongan pejabat.

HGU ITUKAN MILIK NEGARA, SYARAT PRIMER SEBUAH NEGARA ADALAH RAKYAT KOK BISA DI PEGANG OLEH PENGUSAHA..??

Aneh ya...??"
